Title;Year;Authors;Source title;Abstract;Library;DOI
Fast Cloud-RSA Scheme for Promoting Data Confidentiality in the Cloud Computing;2017;"El Makkaoui K.; Beni-Hssaneb A.; Ezzatia A.; El-Ansarib A.";Procedia Computer Science;Confidentiality is among the most important obstacles for widespread adoption of cloud services. In fact, researchers have invented a new promising form of encryption, homomorphic encryption, that can be considered as an effective way to overcome these obstacles. Since cloud computing environment is more threatened by attacks and since cloud consumers often use resource-constrained devices to access to cloud computing services, the homomorphic encryption schemes must be promoted, in terms of security level and running time, to work efficiently. At EMENA-TSSL'16, we boosted the standard RSA encryption scheme at security level, Cloud-RSA. In this paper, we propose a new fast variant of the Cloud-RSA scheme to speed up its algorithms. The proposed variant uses a modulus of the form N = prqs for r, s ≥ 2 and employs Hensel lifting and Chinese remaindering to decrypt. Simulation results show that the proposed variant gives a large speed up over the Cloud-RSA scheme while preserving a prescribed security level. Peer-review under responsibility of the Conference Program Chairs. © 2017 The Authors. Published by Elsevier B.V.;Scopus;10.1016/j.procs.2017.08.282
A hybrid approach for Structural Monitoring with self-organizing multi-agent systems and inverse numerical methods in material-embedded sensor networks;2016;"Bosse S.; Lechleiter A.";Mechatronics;One of the major challenges in Structural Monitoring of mechanical structures is the derivation of meaningful information from sensor data. This work investigates a hybrid data processing approach for material-integrated structural health and load monitoring systems by using self-organizing mobile multi-agent systems (MAS), and inverse numerical methods providing the spatial resolved load information from a set of sensors embedded in the technical structure with low-resource agent processing platforms scalable to microchip level, enabling material-integrated real-time sensor systems. The MAS is deployed in a heterogeneous environment and offers event-based sensor preprocessing, distribution, and pre-computation. Inverse numerical approaches usually require a large amount of computational power and storage resources, not suitable for resource constrained sensor node implementations. Instead, the computation is partitioned into spatial off-line (outside the network) and on-line parts, with on-line sensor processing performed by the agent system. A unified multi-domain simulation framework is used to profile and validate the proposed approach. © 2015 Elsevier Ltd;Scopus;10.1016/j.mechatronics.2015.08.005
Universal and Dynamic Clustering Scheme for Energy Constrained Cooperative Wireless Sensor Networks;2017;"Naeem M.K.; Patwary M.; Abdel-Maguid M.";IEEE Access;"Energy conservation is considered to be one of the key design challenges within resource constrained wireless sensor networks that leads the researchers to investigate energy efficient protocols with some application specific challenges. Dynamic clustering is generally considered as one of the energy conservation techniques; but unbalanced distribution of cluster heads, highly variable number of sensor nodes in the clusters and high number of sensor nodes involved in event reporting tend to drain out the network energy quickly resulting premature decrease in network lifetime. In this paper, a dynamic and cooperative clustering and neighborhood formation scheme is proposed that is expected to evenly distribute energy demand from the cluster heads and optimize the number of sensor nodes involved in event reporting. Assuming multiple sensors will form a cluster, while responding to an event to report to the fusion center. However, all the sensor nodes are assuming to report the sensing parameters to a cluster-head; which are to be summarized and then report it to fusion center. The transmission of the same event data from multiple sensors within the cluster at different distances with single or multiple antennas to the cluster-head with similar antenna characteristics can be realized as multiple-input multiple-output (MIMO) channel set up as found in the literature. Such realization among clusters of MIMO channel and existence of a feedback channel between the clusters and fusion center is the key of the proposed framework. The dynamic behavior has been adopted within the framework with a proposed index derived from the received measure of the channel quality, which has been attained through the feedback channel from the fusion center. The dynamic property of the proposed framework makes it robust against time-varying behavior of the propagation environment. The proposed framework is independent of the nature of the sensing application, providing with universal behavior. From simulation results, it is observed that the proposed clustering scheme enhances network lifetime by 24.5% and 36% as compared to existing schemes e.g. DDEEC and EDDEEC respectively. Furthermore, it is validated by simulation results that the proposed framework provides a trade-off model between network lifetime and transmission reliability. © 2013 IEEE.";Scopus;10.1109/ACCESS.2017.2655345
Real time smart home automation based on PIC microcontroller, Bluetooth and Android technology;2016;"Puri V.; Nayyar A.";"Proceedings of the 10th INDIACom; 2016 3rd International Conference on Computing for Sustainable Global Development, INDIACom 2016";Smart Home Automation System has wide potential for implementation in 21st Century. Various Home Automation systems are being developed by various researchers worldwide. But most of them has limitations in terms of high cost, efficiency, robustness and flexibility. Seeing the limitations of various other home automation systems, we propose a Novel Cost Effective cum Efficient home automation system. In this paper, Smart Home Automation system is being proposed via use of PIC Technology utilizing PIC 16F877A microcontroller. The system contains HC-05 Bluetooth sensor for long range and energy efficient wireless communication and the system is fully operational to control various appliances like TV, BULBS, Tube lights, Fans and A.C. This paper shows complete description of various components used and working of all the components integrated with each other. The system also makes use of Android App titled 'SMT Home Control' which provides flexible and easy to use GUI for interface. The system is currently the most cost effective and work-efficient as compared to other systems in the market. © 2016 IEEE.;Scopus;
Aerosol sampler;2017;"Brown J.; Saka N.; Norris W.; Kher S.";FTC 2016 - Proceedings of Future Technologies Conference;The overall objective of this project was to design a device to collect multiple aerosol samples at various altitudes of the atmosphere. This device would aid in the biological investigation of unexplained microorganisms' travel over vast distances across the world. Extensive work was done in collaboration with the Arkansas State University Biology Department to develop criteria the device needed to meet. The device needed to sample air from sea level up to the outer levels of the Earth's atmosphere. It was determined that the only feasible way to travel to such a distance would be by attaching the device as a payload to the helium weather balloon. Next, various intake and sampling methods were explored. The aim was to collect at least 5 samples varying uniformly in altitude. Beginning at approximately 50,000 feet, a sample would be collected every 10,000 feet until maximum altitude was reached. A centrifugal pump was chosen for intake method. The Allergenco D Impactor, a type of adhesive slide particle capturing container, was chosen for sampling. To prevent contamination, solenoid valves to be used on each side of the impactor to ensure sealing, once the sample was taken. Independent design and testing of all the electrical components for functionality and sensitivity was carried out using a microcontroller to ensure control of valves for sampling at desired altitudes as well as monitoring various parameters. With the use of a vacuum chamber, the sampling system was tested for the required flow rates. © 2016 IEEE.;Scopus;10.1109/FTC.2016.7821678
Software aging in mobile devices: Partial computation offloading as a solution;2016;"Wu H.; Wolter K.";2015 IEEE International Symposium on Software Reliability Engineering Workshops, ISSREW 2015;Long running applications on resource-constrained mobile devices can lead to software aging, which is a critical impediment to the mobile users due to its pervasive nature. Mobile offloading that migrates computation-intensive parts of applications from mobile devices onto resource-rich cloud servers, is an effective way for enhancing the availability of mobile services as it can postpone or prevent the software aging in mobile devices. Through partitioning the execution between the device side and the cloud side, the mobile device can have the most benefit from offloading in reducing utilisation of the device and increasing its lifetime. In this paper, we propose a path-based offloading partitioning (POP) algorithm to determine which portions of the application tasks to run on mobile devices and which portions on cloud servers with different cost models in mobile environments. The evaluation results show that the partial offloading scheme can significantly improve performance and reduce energy consumption by optimally distributing tasks between mobile devices and cloud servers, and can well adapt to changes in the environment. © 2015 IEEE.;Scopus;10.1109/ISSREW.2015.7392057
ARDUINO based water level detector for visually impaired people;2017;"Datta S.; Chakraborty T.; Roy T.; Haque S.; Ghosh A.";Computational Science and Engineering - Proceedings of the International Conference on Computational Science and Engineering, ICCSE2016;A device that detects different water levels in a container is quite an available scenario but we have designed and implemented a circuit which generates distinct audible frequencies in different levels. It helps visually impaired people to understand the level of water in a tank. The ARDUINO UNO board is used for the hardware and software implementation with four input pins for the detection of four distinct water levels. As the water reaches each level, tones of distinct frequencies are generated at the 8Ω speaker. Apart from small scale implementation of the system in households, there can be large scale implementations too like in water reservoirs, large containers and docks, where visual determination of water level is not possible. © 2017 Taylor & Francis Group.;Scopus;10.1201/9781315375021-27
Design and implementation of wearable device for water management system for household usage;2017;"Khurana M.K.; Singh R.; Kaundal V.; Gupta N.";Advances in Intelligent Systems and Computing;India being the second largest populated country, it has become difficult to keep a track of the basic necessities of every individual. This research describes a device monitoring the water level as well as quality of the water supply in households. The system is automated using a microcontroller for the process of pumping water and monitoring the quality of water. This is an IOT-based system in which the different sensor nodes communicate via RF module and Wi-Fi technology. The data has been sent on the Internet using Wi-Fi module. © Springer Science+Business Media Singapore 2017.;Scopus;10.1007/978-981-10-1708-7_95
Demonstration of low-complexity LED-to-LED two-way visible light communication system;2016;"Dung L.T.; Jo S.; An B.";Proceedings - 2016 IEEE International Symposium on Computer, Consumer and Control, IS3C 2016;In this paper, we present and evaluate a practical two-way communication system that employs LED as both transmitting and receiving device. Specially, by employing analog switch to isolate transmitting - receiving circuits and using microcontroller to control two different data flows going through this analog switch, we build a simple prototype consisting of two transceivers and several relays to demonstrate the possibility of efficiently delivering bi-directional text message between two computer users via one-hop and multi-hop through visible light communication channel. Our proposed system can be further developed to transfer multimedia data which can be considered as an alternative to radio as communication medium. © 2016 IEEE.;Scopus;10.1109/IS3C.2016.65
Smart irrigation: A smart drip irrigation system using cloud, android and data mining;2016;"Ghosh S.; Sayyed S.; Wani K.; Mhatre M.; Hingoliwala H.A.";2016 IEEE International Conference on Advances in Electronics, Communication and Computer Technology, ICAECCT 2016;Water is an essential component for the development of plants in agriculture or irrigation. The paper stresses on the need of an externally hosted cloud computing platform to manage the database, android and the isolated server by the users across the country for irrigation. The system proposed in this paper uses information and communication technologies, allowing the user to consider and examine the information obtained by different sensors. Here we are using different sensors like humidity, temperature, moisture, light etc. These sensors give signal to the micro controller. Micro-controller gives the data to the isolated server through a serial communication. According to sensor values graph will be display on PC and Smart phone side and by using this graph user can on or off drip devices. In this we keep threshold value for each sensor. The data is sent and processed on an isolated server, which stores the information from the sensors in a database, allowing further interpretation of data in a simple and flexible way. The intended system may lead to enhance the farming practices, overcoming the water crises and developing an upgraded agricultural system for the country. © 2016 IEEE.;Scopus;10.1109/ICAECCT.2016.7942589
Smart geyser with usage profiling to reduce electricity consumption;2017;"Samkaria R.; Shah A.; Singh B.; Choudhury S.";Advances in Intelligent Systems and Computing;Geyser which is a pressurized hot water container utilized in household causes the high power consumption and at the same time degrading the efficiency of the heating element due to heat loses, i.e., overheating of the element. This paper presents the smart geyser which operates in two modes (i) Autonomous Mode (ii) User Mode. A temperature sensor probe is used as a control switch which is used to regulate the water temperature of geyser by adjusting the heating duration of the element. The study reveals the control topologies used to reduce the power consumption and to increases the efficiency of the geyser. The system consists of Atmega16 microcontroller which determines the hot water profile through temperature probe in Autonomous Mode and in User Mode the controller regulates the temperature of geyser as per the demand profile developed by user. From the result it is apparent that by controlling the temperature of the geyser, the heat loses in the Geyser element and saving of electricity power consumption can be made. © Springer Science+Business Media Singapore 2017.;Scopus;10.1007/978-981-10-1708-7_67
Designing an experimental platform for the air pressure in a small tank by digital control;2016;Mihai D.;2016 International Conference on Applied and Theoretical Electricity, ICATE 2016 - Proceedings;The paper presents the design and some results for an experimental platform aimed to control the air pressure inside a small tank. The basic idea is to allow to the control algorithm to select an appropriate characteristic of the controller driving the air compressor, from an available set. In this first approach, the goal is to make functional the hardware circuits and to design the software support inside an Integrated Development Environment with a Very High Level Programming Language. After some functional tests, future work is intended to implement artificial intelligent based algorithms in order to exploit the multi-characteristics features with a fuzzy decisions set for selecting an optimal control. The main parts of the controller are an industrial pressure sensor, a PIC™ 16F877 microcontroller from Microchip™ and the air pressure part consisting, mainly, from a car compressor and a small tank. Additional elements make the operation safe. The solution with the microcontroller is put in operation in parallel with another one, using an industrial digital controller from Honeywell™. The platform is intended both for research activities, dealing with all kind of control algorithms implemented in software, associated with pneumatic systems, and for academic purpose, joining in an unique structure sensors, microelectronics, interface techniques, industrial controllers, motors, pneumatic elements and software. © 2016 IEEE.;Scopus;10.1109/ICATE.2016.7754615
Pay-Cloak: A Biometric Back Cover for Smartphones: Facilitating secure contactless payments and identity virtualization at low cost to end users;2017;"Majumder A.; Goswami J.; Ghosh S.; Shrivastawa R.; Mohanty S.P.; Bhattacharyya B.K.";IEEE Consumer Electronics Magazine;Continuous improvements in technology and quality of life have had a strong impact on the development of payment techniques. With the evolution of near-field communication (NFC) technology, contactless payment has received recent attention because of its short-range, conducive nature. As mobile computing made great leaps due to enormous development in the smartphone platform, companies like Google, Samsung, and Apple embedded NFC in smartphones to provide on-the-go payment capabilities, eliminating the need for payment cards. But due to interoperability and high cost, these technologies are not available to everyone. © 2012 IEEE.;Scopus;10.1109/MCE.2016.2640739
SIBSC: Separable Identity-Based Signcryption for Resource-Constrained Devices;2017;"Tsai T.-T.; Huang S.-S.; Tseng Y.-M.";Informatica (Netherlands);To provide better overall performance, identity (ID)-based signcryption (IBSC) has been constructed by combining ID-based signature (IBS) and ID-based encryption (IBE) in a secure manner. Undoubtedly, the IBSC fulfills the authentication and the confidentiality by signature and encryption, respectively. All the previously proposed IBSC schemes are inseparable in the sense that the two-layer sign-then-encrypt procedure must be performed only by the same entity. However, the entities, such as wireless sensors and smart cards, are resource-constrained and become time consuming in executing the two-layer sign-then-encrypt procedure. Nowadays, the usage of mobile cloud computing is gaining expanding interest which provides scalable and virtualized services over the Internet or wireless networks while users with resource-constrained devices can enjoy the advantages of mobile cloud computing environments. Hence, we aim to reduce the computational cost for resource-constrained devices by employing a third party. In this article, we present the first separable ID-based signcryption (SIBSC) scheme in which the signing and encrypting layers are performed by the device and a third party, respectively. Under the computation Diffie-Hellman (CDH) and bilinear Diffie-Hellman (BDH) assumptions, we demonstrate that the proposed SIBSC scheme offers the provable security of authentication and confidentiality while retaining communication performance. © 2017 Vilnius University.;Scopus;10.15388/Informatica.2017.126
Standalone Frequency Based Automated Trash Bin and Segregator of Plastic Bottles and Tin Cans;2017;"Sejera M.; Ibarra J.B.; Canare A.S.; Escano L.; Mapanoo D.C.; Suaviso J.P.";IEEE Region 10 Annual International Conference, Proceedings/TENCON;Segregation is the first step to total waste management. Studies show that majority of the population do not segregate wastes because they find it inconvenient. A previous study entitled 'Resonant Frequency Based Automated Waste Material Segregator using MATLAB' was done to address this inconvenience. The previous study presented a device that isolates plastic bottles and tin cans through the use of the object's resonant frequency. However, it was computer-dependent and had limitations with regard to the position of drop of the object. Thus, this paper presents a standalone system, an automated trash bin that distinguishes plastic bottles and tin cans regardless of the object's position of drop. The system used a piezoelectric microphone for input signal acquisition and a comparator for noise elimination. Instead of resonant frequency, the system relied on the average frequency response of the object as it hits the platform. The decision process is done by the microcontroller Arduino. The platform used is made of galvanized iron connected to a DC motor that physically segregates the objects. This study will help the community on waste recovery and aims to make recycling more convenient. © 2016 IEEE.;Scopus;10.1109/TENCON.2016.7848454
Constraint analysis for security policy partitioning over tactical service oriented architectures;2017;"Gkioulos V.; Wolthusen S.D.";Advances in Intelligent Systems and Computing;Tactical networks are typically of an ad-hoc nature operating in highly restricted environments and constrained resources. The frequent presence of communication disruptions and network partitioning must also be expected and managed, while core functionalities must be maintained, providing asynchronous invocation and access to services in a distributed manner. Supporting the required functionalities of the contemporary tactical environment, requires the dynamic evaluation of security policies, incorporating semantic knowledge from various network layers, together with facts and rules that are defined axiomatically a priori. However, the required basis for such policy decisions can be excessively extended and dynamic. Thus, it is desirable to locally minimize the scope of the policy maximizing efficiency. In this paper, we therefore analyze criteria and optimization goals for the a priori distribution and partitioning of security policies, ensuring the continuous support of the required capabilities, given the operational tasks of each deployed actor. © 2017, Springer International Publishing Switzerland.;Scopus;10.1007/978-3-319-44354-6_9
Enabling NFV Services on Resource-Constrained CPEs;2016;"Bonafiglia R.; Miano S.; Nuccio S.; Risso F.; Sapio A.";Proceedings - 2016 5th IEEE International Conference on Cloud Networking, CloudNet 2016;Virtual Network Functions (VNFs) are often implemented using virtual machines (VMs) because they provide an isolated environment compatible with classical cloud computing technologies. Unfortunately, VMs are demanding in terms of required resources and therefore are not suitable for resource-constrained devices such as residential CPEs. However, such hardware often runs a Linux-based operating system that supports several software modules (e.g., iptables) that can be used to implement network functions (e.g., a firewall), which can be exploited to provide some of the services offered by simple VNFs, but with reduced overhead. In this paper we propose and validate an architecture that integrates those native software components in a Network Function Virtualization (NFV) platform, making their use transparent from the user's point of view. © 2016 IEEE.;Scopus;10.1109/CloudNet.2016.24
Application of a relative humidity sensor for monitoring water vapor concentration inside enclosures;2017;"Hatchell B.; Gonzales E.; Sinkov A.; Luzi L.; Cakerri A.A.";Proceedings of the Annual Conference of the Prognostics and Health Management Society, PHM;"The presence of water can have adverse effects on theperformance of mechanical and electrical hardware.Standing or condensed water can cause shorting orgrounding issues in the short term and can acceleratecorrosion in the long term. High humidity can alsoaccelerate corrosion as well as cause swelling of electricalcomponents, seals, or composite materials. Water exposuredata can be used to actively intervene prior to degradation(e.g. to fix a water leak) or to calculate the remaining life ofa system that has been exposed to water or high humidity.The U.S. Army has recognized the importance ofenvironmental monitoring and failure prediction in weaponsystems to ensure readiness, to enhance safety, and toimprove weapon performance. Since 2000, PicatinnyArsenal has sponsored the development of specializedenvironmental monitoring sensors with on-boarddiagnostics in various new weapon/ammunition systems.In this article we present an effort at the Pacific NorthwestNational Laboratory to develop an asset health monitor toassess water concentration inside the storage container of anartillery shell. Desiccant is used in the container to maintainthe water vapor concentration below 5000 parts per million;a higher water concentration would indicate containerleakage or the need to replace the desiccant. Various typesof water sensors, including standing water indicators,corrosion indicators, and humidity sensors, were identifiedand categorized according to type of water exposure,accuracy, and response time. A commercially availablerelative humidity sensor was identified as a cost effectiveapproach to measuring water vapor concentration inside the container. Relative humidity can be converted to waterconcentration using the water vapor saturation pressure atambient temperature. Using diurnal temperaturesimulations, it was determined that the accuracy of therelative humidity sensor would be unsatisfactory in hightemperature/low humidity situations where a small changein relative humidity results is a large change in water vaporconcentration. To overcome this obstacle, a strategicsampling technique was developed to increase the accuracyof the water concentration measurement that is based onrelative humidity sensor data. The relative humidity sensorwas integrated into the Remote Readiness AssetPrognostic/Diagnostic System (RRAPDS), which is an assethealth monitor developed by PNNL to measureenvironmental conditions in munition containers. RRAPDSwill be secured to the container with a probe that extendsinto the container to monitor internal temperature andhumidity. RRAPDS includes a microcontroller to processenvironmental data and execute diagnostic routines. Thispaper will describe the approach that was developed toestimate water concentration using relative humidity sensordata and describe the sampling technique used to maximizethe accuracy of the water vapor concentration assessment. © 2017 Prognostics and Health Management Society. All rights reserved.";Scopus;
A User eXperience Evaluation Framework for Mobile Usability;2017;"Lee H.-J.; Lee J.-S.; Jee E.; Bae D.-H.";International Journal of Software Engineering and Knowledge Engineering;"The worldwide mobile software market has grown dramatically since feature phones became popular in the early 1990s. In practice, mobile usability-which can be defined for a resource-constrained device in two ways, namely, User eXperience (UX) and User Interface (UI)-has been regarded as the key to gaining superiority in terms of both market share and customer loyalty. Unfortunately, de facto standards for software design and the development process, such as Unified Modeling Language (UML) and Rational Unified Process (RUP), do not seem to promote mobile usability in a systematic manner in practice. This paper proposes a systematic and generalizable approach to modeling and evaluating the properties of mobile usability, herein treating it as a first-class software quality from the perspective of software engineering. We devise a UX evaluation framework for mobile usability, which we call UX Evaluation Framework (UEF) throughout this paper. A UX is specified by inter-scene interactions between users and terminals of software products using Extended Menu Navigation Viewpoints (EMNVs); then, a model checker, NuSMV, is adopted to observe whether the EMNV model meets a set of given UX properties. Importantly, the analysis and design of RUP is extended to support the co-design of UX and UI so that major roles, activities and artifacts in the UX and UI can be explicitly monitored and controlled by stakeholders. Through case studies, we demonstrate that UEF works properly to treat software products that prioritize mobile usability. Consequently, UEF plays a key role in filling the gap between two research disciplines to address usability: software engineering and human-computer interactions. © 2017 World Scientific Publishing Company.";Scopus;10.1142/S0218194017500097
Automated Water Tank Filtration System Using LDR Sensor;2016;"Ibrahim S.N.; Hakim M.S.L.; Asnawi A.L.; Malik N.A.";Proceedings - 6th International Conference on Computer and Communication Engineering: Innovative Technologies to Serve Humanity, ICCCE 2016;In this paper, we present the development of an automated water tank filtration system together with the study on water turbidity using light dependent resistor (LDR) as the sensing unit. The system comprises of a microcontroller (Arduino Uno), a micropump, a sensing unit and a water filter. The main objective of this paper is to study the ability of LDR sensing unit in detecting changes in water and to define the turbidity value of the water. This paper also described how the microcontroller controls the filtration system. Experiments on water turbidity was conducted under two conditions, undisturbed flow and continuous flow, which will affect the measurements of the LDR. Results show that the LDR readings in continuous flow require more time in between reading so that the turbidity value can be consistent. Results show that the LDR sensing together with the microcontroller can create a system that is capable of measuring water turbidity not only for water tanks but also for other water resources e.g. rivers, lakes, treatment plants etc. The implementation of an automated water filtration system can potentially help consumers in monitoring their water tanks and can be included in the smart home system. © 2016 IEEE.;Scopus;10.1109/ICCCE.2016.51
Scheduling to minimize context switches for reduced power consumption and delay in the cloud;2016;"Joseph J.; Babu K.R.R.";Proceedings - 2016 International Conference on Micro-Electronics and Telecommunication Engineering, ICMETE 2016;Cloud computing is an emerging technology to increase the efficient utilization of huge collection of high-end resources at low cost. One of the major problems associated with cloud environment is that these high-end systems need huge power consumption. Several methods are proposed and available for reducing the power consumption in datacenters. But most of these methods do not meet the Quality of Service (QoS) requirements such as minimum delay during packet transfer with reduced power consumption. Data center contains many physical machines each of which can be virtualized into several virtual machines (VM) according to the needs. Virtualization technique virtualizes the physical resources for satisfying the user requests. Proposed system considers power consumption and delay during packet transfer in a single physical machine. Two schedulers work concurrently to schedule both Virtual Machines and processes. A new scheduling algorithm is implemented for both VM Scheduling and process scheduling based on the buffer size of the port. Proposed algorithm tries to reduce the waiting time as well as the number of context switches. By reducing the waiting time and context switches, system can reduce delay and power consumption during the packet transfer between VMs. © 2016 IEEE.;Scopus;10.1109/ICMETE.2016.106
Experimental analysis of photovoltaic system for continuity of supply using AVR microcontroller;2016;"Sabley M.H.; Umap H.; Adhau S.; Thakre R.";Proceedings - IEEE International Conference on Information Processing, ICIP 2015;In India as thousands of villages are located in remote area where electrification is tedious and expensive. Such villages can be electrified either by extending the grids of the existing power systems or by constructing isolated new power systems, with the help of renewable energy sources. Conventional methods face problems regarding its affordability. Renewable energy based power system is possible option for the electrification of these villages. This is challenge in front of researchers to regulate the output power to cope with load demand, as RES are whether dependent with varying daily and seasonal patterns. Combining the renewable energy generation with energy storage bank & ac power from substation will enable the power generated from a renewable energy sources to be more reliable, affordable and used more efficiently. If the normal source of power, most often the serving utility, if fails, emergency and standby power systems are designed to provide an alternate source of power. As reliability of these types of systems is critical and good design practices are essential. RES's based solar systems are a potentially significant solution to rural ac electricity needs for continuity of electrical supply. © 2015 IEEE.;Scopus;10.1109/INFOP.2015.7489394
Automatic Water Dispenser System;2017;"Singh A.; Verma G.; Goel A.";"11th INDIACom; 4th International Conference on ""Computing for Sustainable Global Development"", INDIACom 2017";With resources being scarce, our objective is to put technology into use such that the resources can be consumed efficiently and saved from time to time. Thus, products based on automation can save time of the user since they are not required to provide any kind of input to the machine. This paper makes the study of the development of a water dispenser system using the basics of embedded system, microcontroller and sensors. The main aim behind developing this device is to achieve negligible human interface with the machine. It has been designed in such a way that it can fill water into various kinds of containers and is suitable for household usage. The main part is control system which includes C programming in Arduino microcontroller to control various components in system. A panel of sensors is fabricated for this purpose. The entire sequence of operation is controlled by Arduino circuit board and ATMEGA 2650. © INDIACom-2017.;Scopus;
Participatory smartgrid control and transactive energy management in community shared solar cogeneration systems for isolated rural villages;2016;"Prinsloo G.; Mammoli A.; Dobson R.";GHTC 2016 - IEEE Global Humanitarian Technology Conference: Technology for the Benefit of Humanity, Conference Proceedings;Global humanitarian initiatives such as the IEEE Smart Village programme have been calling for new technologies based on smart village thinking to bridge the urban-rural energy divide and to support off-grid community energization worldwide through micro-utility programmes. Smart village power solutions include energy systems designed to serve the energy needs of small villages and groups of isolated clustered family houses and have the potential for improving livelihoods and sustainability in small rural villages. The African word 'Ubuntu' refers to an old African way of life concept adopted by African societies long before electricity. Applying ubuntu in rural energy projects is not always understood by developers, but it has the potential to shape the current workspace with participatory methods to help reduce barriers of energy entry through old values and wisdom. In this paper we describe a smartgrid control automation solution that supports social ubuntu principles and ways of operating microgrids to help overcome village community energy management challenges. The solution is based on transactive participatory smartgrid control, with self-configured retail pricing signals defined around the needs of isolated off-grid rural villages. It describes new ways of operating prosumer based solar-powered microgrids that aid rural populations in resource constrained parts of the world. A scenario based case study illustrates the benefit of this community energy management system in isolated off-grid applications. The experiment shows that there are promising indications for a reduction in the village energy bill with transactive demand management and load curtailment. © 2016 IEEE.;Scopus;10.1109/GHTC.2016.7857305
PKI deployment challenges and recommendations for ICS networks;2017;"Rao N.; Srivastava S.; Sreekanth K.S.";International Journal of Information Security and Privacy;"Different types of Control Systems used for Industrial production are broadly called Industrial Control Systems (ICS) (n.d.). These include Supervisory Control and Data Acquisition (SCADA) Systems and Distributed Control Systems (DCS). ICS typically perform the ""Command and Control"" operations required for smooth functioning of machines in industrial production. They are widely used in Critical infrastructures such as power generation and distribution systems, Oil and Gas plants, Chemical factories and various other manufacturing facilities. Traditionally, ICS used proprietary protocols and operated in isolation. Perimeter security was considered enough as the only means to compromise these systems was via physical access to the systems. However, increased standardization, open architecture adoption and connectivity to enterprise networks as well as internet opened up these systems for a wide range of audience and enabled remote attacks. In this new operation landscape, it is imperative that newer means of securing the networks are adopted continuously. One of the security considerations for the ICS networks is the communication paths used by these networks. Public Key Infrastructure (PKI) (n.d.) plays a key role in securing the communication of ICS networks. Using Digital Certificates, PKI provides a mechanism to verify the identity of all the entities on a network and also ensures that the information is shared securely between communicating entities. PKI is a proven mechanism for secure communication and is widely used in many organizations. However, PKI as a solution to ICS security is challenging due to factors such as resource constrained environments, bandwidth considerations and hard real-time communication requirements. This paper intends to focus on key challenges in Digital Certificate management and correct deployment of PKI in ICS networks and will also present recommendations to overcome these challenges without compromising the basic functionalities of ICS. © 2017, IGI Global.";Scopus;10.4018/IJISP.2017040104
2nd International Summit on Internet of Things, IoT 360Â° 2015;2016;;Lecture Notes of the Institute for Computer Sciences, Social-Informatics and Telecommunications Engineering, LNICST;"The proceedings contain 59 papers. The special focus in this conference is on SaSeIoT, Cyclone, Goodtechs and HealthyIoT. The topics include: Controlled android application execution for the IoT infrastructure; combined danger signal and anomaly-based threat detection in cyber-physical systems; performance evaluation of searchable symmetric encryption in wireless sensor networks; secure data exchange based on social networks public key distribution; a cloud-based platform of the social internet of things; stand-alone smart wireless sensor nodes providing dynamic routing by means of adaptive beamforming; a centrality-based ACK forwarding mechanism for efficient routing in infrastructureless opportunistic networks; zone-based living activity recognition scheme using Markov logic networks; spatial reuse based resource allocation in device-to-device communications; a real-time service case-study; softwarization and virtualization in 5g networks for smart cities; countering mobile signaling storms with counters; a data plane approach for detecting control plane anomalies in mobile networks; demonstrating the versatility of a low cost measurement testbed for wireless sensor networks with a case study on radio duty cycling protocols; understanding the city to make it smart; analysing mobility data of citizens in the metropolitan area of Barcelona; calibrating low-end sensors for ozone monitoring; a stochastic optimization model for the placement of road site units; about game engines and their future; when food enters the IoT scenario; towards autonomic middleware-level management of QoS for IoT applications; safe bicycle parking platform based on RFID technology and the facilitator for efficient data and services exchange.";Scopus;
Privacy-Preserving-Outsourced Association Rule Mining on Vertically Partitioned Databases;2016;"Li L.; Lu R.; Choo K.-K.R.; Datta A.; Shao J.";IEEE Transactions on Information Forensics and Security;Association rule mining and frequent itemset mining are two popular and widely studied data analysis techniques for a range of applications. In this paper, we focus on privacy-preserving mining on vertically partitioned databases. In such a scenario, data owners wish to learn the association rules or frequent itemsets from a collective data set and disclose as little information about their (sensitive) raw data as possible to other data owners and third parties. To ensure data privacy, we design an efficient homomorphic encryption scheme and a secure comparison scheme. We then propose a cloud-aided frequent itemset mining solution, which is used to build an association rule mining solution. Our solutions are designed for outsourced databases that allow multiple data owners to efficiently share their data securely without compromising on data privacy. Our solutions leak less information about the raw data than most existing solutions. In comparison to the only known solution achieving a similar privacy level as our proposed solutions, the performance of our proposed solutions is three to five orders of magnitude higher. Based on our experiment findings using different parameters and data sets, we demonstrate that the run time in each of our solutions is only one order higher than that in the best non-privacy-preserving data mining algorithms. Since both data and computing work are outsourced to the cloud servers, the resource consumption at the data owner end is very low. © 2016 IEEE.;Scopus;10.1109/TIFS.2016.2561241
